date,feed,pair,id,timestamp,side,amount,price
2019-01-01 00:00:34.756,COINBASE,BTC-USD,57003039,2019-01-01T00:00:34.756000Z,bid,2.16694801,3691.83
2019-01-01 00:00:34.756,COINBASE,BTC-USD,57003040,2019-01-01T00:00:34.756000Z,bid,2.92604734,3691.6
2019-01-01 00:00:36.336,COINBASE,BTC-USD,57003041,2019-01-01T00:00:36.336000Z,ask,0.00150443,3691.61
2019-01-01 00:00:38.579,COINBASE,BTC-USD,57003042,2019-01-01T00:00:38.579000Z,ask,0.03109849,3691.61
2019-01-01 00:00:38.958,COINBASE,BTC-USD,57003043,2019-01-01T00:00:38.958000Z,ask,0.06478671,3691.61
2019-01-01 00:00:39.100,COINBASE,BTC-USD,57003044,2019-01-01T00:00:39.100000Z,ask,0.02614267,3691.61
2019-01-01 00:00:40.248,COINBASE,BTC-USD,57003045,2019-01-01T00:00:40.248000Z,ask,0.00633558,3691.61
2019-01-01 00:00:40.719,COINBASE,BTC-USD,57003046,2019-01-01T00:00:40.719000Z,ask,0.10621184,3691.61
2019-01-01 00:00:40.847,COINBASE,BTC-USD,57003047,2019-01-01T00:00:40.847000Z,ask,0.02591364,3691.61
2019-01-01 00:00:41.220,COINBASE,BTC-USD,57003048,2019-01-01T00:00:41.220000Z,ask,0.00498882,3691.61
2019-01-01 00:00:49.712,COINBASE,BTC-USD,57003049,2019-01-01T00:00:49.712000Z,bid,0.06909071,3691.6
2019-01-01 00:00:53.825,COINBASE,BTC-USD,57003050,2019-01-01T00:00:53.825000Z,bid,0.00163076,3691.6
2019-01-01 00:00:59.656,COINBASE,BTC-USD,57003051,2019-01-01T00:00:59.656000Z,ask,0.0055282,3691.61
2019-01-01 00:01:02.790,COINBASE,BTC-USD,57003052,2019-01-01T00:01:02.790000Z,ask,0.01016423,3691.61
2019-01-01 00:01:14.790,COINBASE,BTC-USD,57003053,2019-01-01T00:01:14.790000Z,bid,0.115,3691.6
2019-01-01 00:01:19.285,COINBASE,BTC-USD,57003054,2019-01-01T00:01:19.285000Z,ask,0.02614777,3691.61
2019-01-01 00:01:20.230,COINBASE,BTC-USD,57003055,2019-01-01T00:01:20.230000Z,ask,0.00269537,3691.61
2019-01-01 00:01:20.742,COINBASE,BTC-USD,57003056,2019-01-01T00:01:20.742000Z,ask,0.07967509,3691.61
2019-01-01 00:01:20.992,COINBASE,BTC-USD,57003057,2019-01-01T00:01:20.992000Z,ask,0.01401861,3691.61
2019-01-01 00:01:22.711,COINBASE,BTC-USD,57003058,2019-01-01T00:01:22.711000Z,ask,0.00242853,3691.61
2019-01-01 00:01:24.879,COINBASE,BTC-USD,57003059,2019-01-01T00:01:24.879000Z,ask,0.00161992,3691.61
2019-01-01 00:01:26.771,COINBASE,BTC-USD,57003060,2019-01-01T00:01:26.771000Z,ask,0.00134821,3691.61
2019-01-01 00:01:26.889,COINBASE,BTC-USD,57003061,2019-01-01T00:01:26.889000Z,bid,0.88823119,3691.6
2019-01-01 00:01:26.889,COINBASE,BTC-USD,57003062,2019-01-01T00:01:26.889000Z,bid,0.00541771,3691.6
2019-01-01 00:01:26.889,COINBASE,BTC-USD,57003063,2019-01-01T00:01:26.889000Z,bid,0.12437352,3688.6
2019-01-01 00:01:27.568,COINBASE,BTC-USD,57003064,2019-01-01T00:01:27.568000Z,ask,0.04924708,3688.61
2019-01-01 00:01:28.476,COINBASE,BTC-USD,57003065,2019-01-01T00:01:28.476000Z,ask,0.0189941,3688.61
2019-01-01 00:01:29.454,COINBASE,BTC-USD,57003066,2019-01-01T00:01:29.454000Z,ask,0.00161992,3688.61
2019-01-01 00:01:29.560,COINBASE,BTC-USD,57003067,2019-01-01T00:01:29.560000Z,ask,0.00161992,3688.61
2019-01-01 00:01:31.744,COINBASE,BTC-USD,57003068,2019-01-01T00:01:31.744000Z,bid,0.002714,3688.6
2019-01-01 00:01:32.255,COINBASE,BTC-USD,57003069,2019-01-01T00:01:32.255000Z,bid,0.02743594,3688.6
2019-01-01 00:01:32.255,COINBASE,BTC-USD,57003070,2019-01-01T00:01:32.255000Z,bid,0.02047565,3686.62
2019-01-01 00:01:36.899,COINBASE,BTC-USD,57003071,2019-01-01T00:01:36.899000Z,ask,0.01294046,3686.63
2019-01-01 00:01:38.495,COINBASE,BTC-USD,57003072,2019-01-01T00:01:38.495000Z,ask,0.0673896,3686.63
2019-01-01 00:01:40.245,COINBASE,BTC-USD,57003073,2019-01-01T00:01:40.245000Z,ask,0.02591866,3686.63
2019-01-01 00:01:47.489,COINBASE,BTC-USD,57003074,2019-01-01T00:01:47.489000Z,bid,1.0025814,3686.62
2019-01-01 00:01:48.122,COINBASE,BTC-USD,57003075,2019-01-01T00:01:48.122000Z,bid,0.63087,3686.62
2019-01-01 00:01:48.764,COINBASE,BTC-USD,57003076,2019-01-01T00:01:48.764000Z,ask,0.0036444,3686.63
2019-01-01 00:01:50.355,COINBASE,BTC-USD,57003077,2019-01-01T00:01:50.355000Z,ask,0.00499318,3686.63
2019-01-01 00:01:52.990,COINBASE,BTC-USD,57003078,2019-01-01T00:01:52.990000Z,ask,0.0024305,3686.63
2019-01-01 00:01:57.122,COINBASE,BTC-USD,57003079,2019-01-01T00:01:57.122000Z,ask,0.05191005,3686.63
2019-01-01 00:02:01.151,COINBASE,BTC-USD,57003080,2019-01-01T00:02:01.151000Z,ask,0.05450379,3686.63
2019-01-01 00:02:03.805,COINBASE,BTC-USD,57003081,2019-01-01T00:02:03.805000Z,ask,0.93837261,3686.63
2019-01-01 00:02:03.805,COINBASE,BTC-USD,57003082,2019-01-01T00:02:03.805000Z,ask,0.06162739,3686.63
2019-01-01 00:02:04.423,COINBASE,BTC-USD,57003083,2019-01-01T00:02:04.423000Z,ask,0.03503854,3686.63
2019-01-01 00:02:10.231,COINBASE,BTC-USD,57003084,2019-01-01T00:02:10.231000Z,ask,0.01943557,3686.63
2019-01-01 00:02:10.955,COINBASE,BTC-USD,57003085,2019-01-01T00:02:10.955000Z,bid,0.08302194,3686.62
2019-01-01 00:02:13.217,COINBASE,BTC-USD,57003086,2019-01-01T00:02:13.217000Z,ask,0.00607547,3686.63
2019-01-01 00:02:14.762,COINBASE,BTC-USD,57003087,2019-01-01T00:02:14.762000Z,ask,0.00174109,3686.63
2019-01-01 00:02:14.762,COINBASE,BTC-USD,57003088,2019-01-01T00:02:14.762000Z,ask,0.52,3686.63
2019-01-01 00:02:14.762,COINBASE,BTC-USD,57003089,2019-01-01T00:02:14.762000Z,ask,0.60645583,3686.63
2019-01-01 00:02:14.762,COINBASE,BTC-USD,57003090,2019-01-01T00:02:14.762000Z,ask,0.12046332,3686.63
2019-01-01 00:02:14.762,COINBASE,BTC-USD,57003091,2019-01-01T00:02:14.762000Z,ask,0.10194584,3686.63
2019-01-01 00:02:14.762,COINBASE,BTC-USD,57003092,2019-01-01T00:02:14.762000Z,ask,5.0,3686.63
2019-01-01 00:02:14.762,COINBASE,BTC-USD,57003093,2019-01-01T00:02:14.762000Z,ask,0.10884434,3686.63
2019-01-01 00:02:14.762,COINBASE,BTC-USD,57003094,2019-01-01T00:02:14.762000Z,ask,0.30974666,3686.63
2019-01-01 00:02:14.762,COINBASE,BTC-USD,57003095,2019-01-01T00:02:14.762000Z,ask,0.05,3686.63
2019-01-01 00:02:14.762,COINBASE,BTC-USD,57003096,2019-01-01T00:02:14.762000Z,ask,0.43083024,3686.63
2019-01-01 00:02:14.762,COINBASE,BTC-USD,57003097,2019-01-01T00:02:14.762000Z,ask,0.31389721,3686.63
2019-01-01 00:02:14.762,COINBASE,BTC-USD,57003098,2019-01-01T00:02:14.762000Z,ask,0.01,3686.84
2019-01-01 00:02:16.127,COINBASE,BTC-USD,57003099,2019-01-01T00:02:16.127000Z,ask,0.00755993,3686.99
2019-01-01 00:02:16.243,COINBASE,BTC-USD,57003100,2019-01-01T00:02:16.243000Z,ask,0.01244007,3686.99
2019-01-01 00:02:16.243,COINBASE,BTC-USD,57003101,2019-01-01T00:02:16.243000Z,ask,0.0069955,3687.0
2019-01-01 00:02:16.417,COINBASE,BTC-USD,57003102,2019-01-01T00:02:16.417000Z,bid,0.64975334,3686.99
2019-01-01 00:02:20.212,COINBASE,BTC-USD,57003103,2019-01-01T00:02:20.212000Z,ask,0.00890943,3687.0
2019-01-01 00:02:22.118,COINBASE,BTC-USD,57003104,2019-01-01T00:02:22.118000Z,bid,0.01879999,3686.99
2019-01-01 00:02:24.120,COINBASE,BTC-USD,57003105,2019-01-01T00:02:24.120000Z,ask,0.02282529,3687.0
2019-01-01 00:02:26.253,COINBASE,BTC-USD,57003106,2019-01-01T00:02:26.253000Z,ask,0.01862586,3687.0
2019-01-01 00:02:26.682,COINBASE,BTC-USD,57003107,2019-01-01T00:02:26.682000Z,bid,0.04523473,3686.99
2019-01-01 00:02:26.682,COINBASE,BTC-USD,57003108,2019-01-01T00:02:26.682000Z,bid,0.2960161,3686.62
2019-01-01 00:02:29.247,COINBASE,BTC-USD,57003109,2019-01-01T00:02:29.247000Z,bid,2.96703491,3686.62
2019-01-01 00:02:29.247,COINBASE,BTC-USD,57003110,2019-01-01T00:02:29.247000Z,bid,1.66676668,3686.62
2019-01-01 00:02:31.185,COINBASE,BTC-USD,57003111,2019-01-01T00:02:31.185000Z,bid,0.00490706,3686.62
2019-01-01 00:02:36.384,COINBASE,BTC-USD,57003112,2019-01-01T00:02:36.384000Z,ask,0.00499536,3686.99
2019-01-01 00:02:39.751,COINBASE,BTC-USD,57003113,2019-01-01T00:02:39.751000Z,ask,0.05709467,3686.99
2019-01-01 00:02:43.381,COINBASE,BTC-USD,57003114,2019-01-01T00:02:43.381000Z,ask,0.04264392,3687.0
2019-01-01 00:02:43.381,COINBASE,BTC-USD,57003115,2019-01-01T00:02:43.381000Z,ask,0.01718727,3687.0
2019-01-01 00:02:44.609,COINBASE,BTC-USD,57003116,2019-01-01T00:02:44.609000Z,bid,0.00504064,3686.99
2019-01-01 00:02:44.975,COINBASE,BTC-USD,57003117,2019-01-01T00:02:44.975000Z,ask,0.00273273,3687.0
2019-01-01 00:02:44.975,COINBASE,BTC-USD,57003118,2019-01-01T00:02:44.975000Z,ask,0.03,3687.0
2019-01-01 00:02:45.330,COINBASE,BTC-USD,57003119,2019-01-01T00:02:45.330000Z,ask,0.00701944,3687.12
2019-01-01 00:02:45.598,COINBASE,BTC-USD,57003120,2019-01-01T00:02:45.598000Z,ask,0.06516522,3687.12
2019-01-01 00:02:47.810,COINBASE,BTC-USD,57003121,2019-01-01T00:02:47.810000Z,ask,0.0789788,3687.12
2019-01-01 00:02:47.862,COINBASE,BTC-USD,57003122,2019-01-01T00:02:47.862000Z,ask,0.03892671,3687.12
2019-01-01 00:02:49.303,COINBASE,BTC-USD,57003123,2019-01-01T00:02:49.303000Z,bid,0.00792384,3687.11
2019-01-01 00:02:50.155,COINBASE,BTC-USD,57003124,2019-01-01T00:02:50.155000Z,ask,0.00990983,3687.12
2019-01-01 00:02:50.155,COINBASE,BTC-USD,57003125,2019-01-01T00:02:50.155000Z,ask,0.1198465,3687.49
2019-01-01 00:02:51.679,COINBASE,BTC-USD,57003126,2019-01-01T00:02:51.679000Z,ask,0.05190498,3687.49
2019-01-01 00:02:52.139,COINBASE,BTC-USD,57003127,2019-01-01T00:02:52.139000Z,bid,2.0,3687.48
2019-01-01 00:02:52.139,COINBASE,BTC-USD,57003128,2019-01-01T00:02:52.139000Z,bid,0.05,3687.48
2019-01-01 00:02:52.139,COINBASE,BTC-USD,57003129,2019-01-01T00:02:52.139000Z,bid,0.39782962,3687.48
2019-01-01 00:02:57.149,COINBASE,BTC-USD,57003130,2019-01-01T00:02:57.149000Z,bid,0.027,3686.94
2019-01-01 00:02:57.149,COINBASE,BTC-USD,57003131,2019-01-01T00:02:57.149000Z,bid,0.04059935,3686.94
2019-01-01 00:02:58.633,COINBASE,BTC-USD,57003132,2019-01-01T00:02:58.633000Z,ask,0.02824852,3687.49
2019-01-01 00:02:58.633,COINBASE,BTC-USD,57003133,2019-01-01T00:02:58.633000Z,ask,0.02365463,3687.49
2019-01-01 00:03:00.160,COINBASE,BTC-USD,57003134,2019-01-01T00:03:00.160000Z,ask,0.00755816,3687.49
2019-01-01 00:03:00.670,COINBASE,BTC-USD,57003135,2019-01-01T00:03:00.670000Z,ask,0.01329492,3687.49
2019-01-01 00:03:01.162,COINBASE,BTC-USD,57003136,2019-01-01T00:03:01.162000Z,ask,0.00243124,3687.63
2019-01-01 00:03:03.927,COINBASE,BTC-USD,57003137,2019-01-01T00:03:03.927000Z,ask,0.00809784,3687.63
2019-01-01 00:03:14.366,COINBASE,BTC-USD,57003138,2019-01-01T00:03:14.366000Z,ask,0.00447399,3687.62
2019-01-01 00:03:14.366,COINBASE,BTC-USD,57003139,2019-01-01T00:03:14.366000Z,ask,0.01454061,3687.62
2019-01-01 00:03:14.522,COINBASE,BTC-USD,57003140,2019-01-01T00:03:14.522000Z,ask,0.00270366,3687.62
2019-01-01 00:03:14.593,COINBASE,BTC-USD,57003141,2019-01-01T00:03:14.593000Z,ask,0.00275573,3687.62
2019-01-01 00:03:14.593,COINBASE,BTC-USD,57003142,2019-01-01T00:03:14.593000Z,ask,0.0101987,3687.62
2019-01-01 00:03:14.769,COINBASE,BTC-USD,57003143,2019-01-01T00:03:14.769000Z,ask,0.00664586,3687.62
2019-01-01 00:03:15.725,COINBASE,BTC-USD,57003144,2019-01-01T00:03:15.725000Z,ask,0.00499451,3687.62
2019-01-01 00:03:15.918,COINBASE,BTC-USD,57003145,2019-01-01T00:03:15.918000Z,bid,0.01345279,3687.61
2019-01-01 00:03:16.722,COINBASE,BTC-USD,57003146,2019-01-01T00:03:16.722000Z,ask,0.03373117,3687.62
2019-01-01 00:03:17.432,COINBASE,BTC-USD,57003147,2019-01-01T00:03:17.432000Z,ask,0.00134914,3687.63
2019-01-01 00:03:17.798,COINBASE,BTC-USD,57003148,2019-01-01T00:03:17.798000Z,ask,0.00108201,3687.62
2019-01-01 00:03:18.637,COINBASE,BTC-USD,57003149,2019-01-01T00:03:18.637000Z,ask,0.00176496,3687.62
2019-01-01 00:03:18.637,COINBASE,BTC-USD,57003150,2019-01-01T00:03:18.637000Z,ask,0.00012654,3687.63
2019-01-01 00:03:20.125,COINBASE,BTC-USD,57003151,2019-01-01T00:03:20.125000Z,bid,0.24063659,3686.71
2019-01-01 00:03:20.794,COINBASE,BTC-USD,57003152,2019-01-01T00:03:20.794000Z,ask,0.00528748,3687.62
2019-01-01 00:03:20.794,COINBASE,BTC-USD,57003153,2019-01-01T00:03:20.794000Z,ask,0.00105619,3687.63
2019-01-01 00:03:21.944,COINBASE,BTC-USD,57003154,2019-01-01T00:03:21.944000Z,bid,0.36039973,3686.71
2019-01-01 00:03:24.944,COINBASE,BTC-USD,57003155,2019-01-01T00:03:24.944000Z,bid,0.25,3686.71
2019-01-01 00:03:31.688,COINBASE,BTC-USD,57003156,2019-01-01T00:03:31.688000Z,ask,0.00338949,3687.62
2019-01-01 00:03:31.688,COINBASE,BTC-USD,57003157,2019-01-01T00:03:31.688000Z,ask,0.18693905,3687.63
2019-01-01 00:03:31.688,COINBASE,BTC-USD,57003158,2019-01-01T00:03:31.688000Z,ask,0.10544709,3687.63
2019-01-01 00:03:39.866,COINBASE,BTC-USD,57003159,2019-01-01T00:03:39.866000Z,ask,0.00311826,3687.62
2019-01-01 00:03:39.866,COINBASE,BTC-USD,57003160,2019-01-01T00:03:39.866000Z,ask,0.04877772,3687.62
2019-01-01 00:03:43.614,COINBASE,BTC-USD,57003161,2019-01-01T00:03:43.614000Z,ask,0.01295444,3687.62
2019-01-01 00:03:44.722,COINBASE,BTC-USD,57003162,2019-01-01T00:03:44.722000Z,ask,0.0194303,3687.62
2019-01-01 00:03:46.430,COINBASE,BTC-USD,57003163,2019-01-01T00:03:46.430000Z,ask,0.90583754,3687.62
2019-01-01 00:03:46.430,COINBASE,BTC-USD,57003164,2019-01-01T00:03:46.430000Z,ask,0.19416246,3687.63
2019-01-01 00:03:47.214,COINBASE,BTC-USD,57003165,2019-01-01T00:03:47.214000Z,ask,0.00930974,3687.63
2019-01-01 00:03:47.266,COINBASE,BTC-USD,57003166,2019-01-01T00:03:47.266000Z,ask,0.0028359,3687.63
2019-01-01 00:03:51.220,COINBASE,BTC-USD,57003167,2019-01-01T00:03:51.220000Z,ask,0.00337555,3687.63
2019-01-01 00:03:52.835,COINBASE,BTC-USD,57003168,2019-01-01T00:03:52.835000Z,ask,0.26586668,3687.63
2019-01-01 00:03:54.274,COINBASE,BTC-USD,57003169,2019-01-01T00:03:54.274000Z,ask,0.05870118,3687.63
2019-01-01 00:03:55.926,COINBASE,BTC-USD,57003170,2019-01-01T00:03:55.926000Z,ask,0.00944669,3687.63
2019-01-01 00:04:04.295,COINBASE,BTC-USD,57003171,2019-01-01T00:04:04.295000Z,bid,0.05,3687.62
2019-01-01 00:04:04.295,COINBASE,BTC-USD,57003172,2019-01-01T00:04:04.295000Z,bid,0.18507849,3687.62
2019-01-01 00:04:04.295,COINBASE,BTC-USD,57003173,2019-01-01T00:04:04.295000Z,bid,0.14,3687.62
2019-01-01 00:04:04.295,COINBASE,BTC-USD,57003174,2019-01-01T00:04:04.295000Z,bid,0.10454357,3687.62
2019-01-01 00:04:04.295,COINBASE,BTC-USD,57003175,2019-01-01T00:04:04.295000Z,bid,1.0,3687.0
2019-01-01 00:04:04.295,COINBASE,BTC-USD,57003176,2019-01-01T00:04:04.295000Z,bid,0.0201191,3687.0
2019-01-01 00:04:12.470,COINBASE,BTC-USD,57003177,2019-01-01T00:04:12.470000Z,ask,0.01322426,3687.01
2019-01-01 00:04:14.190,COINBASE,BTC-USD,57003178,2019-01-01T00:04:14.190000Z,bid,0.25110427,3687.0
2019-01-01 00:04:14.190,COINBASE,BTC-USD,57003179,2019-01-01T00:04:14.190000Z,bid,0.52411573,3687.0
2019-01-01 00:04:15.916,COINBASE,BTC-USD,57003180,2019-01-01T00:04:15.916000Z,ask,0.01403374,3687.5
2019-01-01 00:04:15.992,COINBASE,BTC-USD,57003181,2019-01-01T00:04:15.992000Z,ask,0.12973857,3687.5
2019-01-01 00:04:17.578,COINBASE,BTC-USD,57003182,2019-01-01T00:04:17.578000Z,ask,0.01808116,3687.5
2019-01-01 00:04:18.618,COINBASE,BTC-USD,57003183,2019-01-01T00:04:18.618000Z,ask,0.06486929,3687.5
2019-01-01 00:04:22.108,COINBASE,BTC-USD,57003184,2019-01-01T00:04:22.108000Z,ask,0.00428436,3687.48
2019-01-01 00:04:24.519,COINBASE,BTC-USD,57003185,2019-01-01T00:04:24.519000Z,ask,0.00571564,3687.48
2019-01-01 00:04:24.519,COINBASE,BTC-USD,57003186,2019-01-01T00:04:24.519000Z,ask,0.01,3687.48
2019-01-01 00:04:24.519,COINBASE,BTC-USD,57003187,2019-01-01T00:04:24.519000Z,ask,0.01,3687.48
2019-01-01 00:04:24.519,COINBASE,BTC-USD,57003188,2019-01-01T00:04:24.519000Z,ask,0.01,3687.48
2019-01-01 00:04:24.519,COINBASE,BTC-USD,57003189,2019-01-01T00:04:24.519000Z,ask,0.10158436,3687.48
2019-01-01 00:04:25.768,COINBASE,BTC-USD,57003190,2019-01-01T00:04:25.768000Z,ask,0.02617691,3687.5
2019-01-01 00:04:29.533,COINBASE,BTC-USD,57003191,2019-01-01T00:04:29.533000Z,ask,0.0029,3687.5
2019-01-01 00:04:32.102,COINBASE,BTC-USD,57003192,2019-01-01T00:04:32.102000Z,ask,0.26587604,3687.01
2019-01-01 00:04:33.145,COINBASE,BTC-USD,57003193,2019-01-01T00:04:33.145000Z,bid,0.01,3687.0
2019-01-01 00:04:33.145,COINBASE,BTC-USD,57003194,2019-01-01T00:04:33.145000Z,bid,0.006,3686.71
2019-01-01 00:04:33.145,COINBASE,BTC-USD,57003195,2019-01-01T00:04:33.145000Z,bid,0.19216314,3686.63
2019-01-01 00:04:36.396,COINBASE,BTC-USD,57003196,2019-01-01T00:04:36.396000Z,ask,0.11735492,3686.64
2019-01-01 00:04:39.900,COINBASE,BTC-USD,57003197,2019-01-01T00:04:39.900000Z,ask,0.00393303,3686.64
2019-01-01 00:04:39.900,COINBASE,BTC-USD,57003198,2019-01-01T00:04:39.900000Z,ask,0.02201797,3687.5
2019-01-01 00:04:40.624,COINBASE,BTC-USD,57003199,2019-01-01T00:04:40.624000Z,ask,0.00243123,3687.44
2019-01-01 00:04:43.950,COINBASE,BTC-USD,57003200,2019-01-01T00:04:43.950000Z,ask,0.01403424,3687.3
2019-01-01 00:04:53.941,COINBASE,BTC-USD,57003201,2019-01-01T00:04:53.941000Z,bid,0.35009684,3686.63
2019-01-01 00:04:56.104,COINBASE,BTC-USD,57003202,2019-01-01T00:04:56.104000Z,bid,0.09853458,3686.63
2019-01-01 00:05:01.528,COINBASE,BTC-USD,57003203,2019-01-01T00:05:01.528000Z,ask,0.22626071,3686.64
2019-01-01 00:05:01.528,COINBASE,BTC-USD,57003204,2019-01-01T00:05:01.528000Z,ask,0.03964346,3686.64
2019-01-01 00:05:02.853,COINBASE,BTC-USD,57003205,2019-01-01T00:05:02.853000Z,ask,0.0607385,3686.64
2019-01-01 00:05:04.651,COINBASE,BTC-USD,57003206,2019-01-01T00:05:04.651000Z,ask,0.15,3686.64
2019-01-01 00:05:04.870,COINBASE,BTC-USD,57003207,2019-01-01T00:05:04.870000Z,bid,0.1081618,3686.63
2019-01-01 00:05:04.870,COINBASE,BTC-USD,57003208,2019-01-01T00:05:04.870000Z,bid,0.01,3686.63
2019-01-01 00:05:04.870,COINBASE,BTC-USD,57003209,2019-01-01T00:05:04.870000Z,bid,0.01,3686.52
2019-01-01 00:05:04.870,COINBASE,BTC-USD,57003210,2019-01-01T00:05:04.870000Z,bid,0.11356912,3686.5
2019-01-01 00:05:05.613,COINBASE,BTC-USD,57003211,2019-01-01T00:05:05.613000Z,ask,0.00108216,3686.51
2019-01-01 00:05:06.510,COINBASE,BTC-USD,57003212,2019-01-01T00:05:06.510000Z,bid,0.07378659,3686.5
2019-01-01 00:05:09.789,COINBASE,BTC-USD,57003213,2019-01-01T00:05:09.789000Z,bid,0.05561202,3686.5
2019-01-01 00:05:14.491,COINBASE,BTC-USD,57003214,2019-01-01T00:05:14.491000Z,ask,0.01322781,3686.51
2019-01-01 00:05:22.218,COINBASE,BTC-USD,57003215,2019-01-01T00:05:22.218000Z,bid,1.12504964,3686.5
2019-01-01 00:05:22.977,COINBASE,BTC-USD,57003216,2019-01-01T00:05:22.977000Z,ask,0.03677219,3686.51
2019-01-01 00:05:22.977,COINBASE,BTC-USD,57003217,2019-01-01T00:05:22.977000Z,ask,0.02971233,3686.51
2019-01-01 00:05:23.202,COINBASE,BTC-USD,57003218,2019-01-01T00:05:23.202000Z,ask,0.04022862,3686.51
2019-01-01 00:05:24.424,COINBASE,BTC-USD,57003219,2019-01-01T00:05:24.424000Z,ask,0.00266776,3686.51
2019-01-01 00:05:24.424,COINBASE,BTC-USD,57003220,2019-01-01T00:05:24.424000Z,ask,0.00257615,3686.51
2019-01-01 00:05:24.424,COINBASE,BTC-USD,57003221,2019-01-01T00:05:24.424000Z,ask,0.00311936,3686.64
2019-01-01 00:05:24.424,COINBASE,BTC-USD,57003222,2019-01-01T00:05:24.424000Z,ask,0.00176275,3686.64
2019-01-01 00:05:24.424,COINBASE,BTC-USD,57003223,2019-01-01T00:05:24.424000Z,ask,0.00311876,3686.98
2019-01-01 00:05:24.424,COINBASE,BTC-USD,57003224,2019-01-01T00:05:24.424000Z,ask,0.00610181,3686.99
2019-01-01 00:05:24.424,COINBASE,BTC-USD,57003225,2019-01-01T00:05:24.424000Z,ask,0.2,3687.0
2019-01-01 00:05:24.424,COINBASE,BTC-USD,57003226,2019-01-01T00:05:24.424000Z,ask,0.01,3687.06
2019-01-01 00:05:24.424,COINBASE,BTC-USD,57003227,2019-01-01T00:05:24.424000Z,ask,0.006,3687.11
2019-01-01 00:05:24.424,COINBASE,BTC-USD,57003228,2019-01-01T00:05:24.424000Z,ask,0.0039326,3687.12
2019-01-01 00:05:24.424,COINBASE,BTC-USD,57003229,2019-01-01T00:05:24.424000Z,ask,0.0039325,3687.13
2019-01-01 00:05:24.424,COINBASE,BTC-USD,57003230,2019-01-01T00:05:24.424000Z,ask,0.0049353,3687.14
